title,type,release_year,runtime,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,lead_prod_country,prod_countries_cnt,main_genre,dbscan_clusters
I Am Vengeance: Retaliation,MOVIE,2020,90,0.0,3.4,3075.0,10.168,6.1,GB,1,action,40
Lugar de Mulher,SHOW,2019,15,1.0,4.7,39.0,1.396,10.0,BR,1,comedy,-1
The Lies Within,SHOW,2019,60,1.0,7.0,383.0,3.998,7.4,KR,1,drama,86
Afonso Padilha: Classless,MOVIE,2020,63,0.0,6.8,197.0,2.426,8.4,BR,1,comedy,128
Queer Eye: We're in Japan!,SHOW,2019,50,1.0,8.2,2608.0,1.716,7.2,US,1,reality,14
Fierce,MOVIE,2020,118,0.0,5.5,1234.0,7.706,6.3,PL,1,comedy,58
The Lost Okoroshi,MOVIE,2020,94,0.0,5.8,175.0,1.196,6.6,NG,1,action,95
Lift Like a Girl,MOVIE,2020,93,0.0,7.8,213.0,1.029,7.0,DE,3,documentation,126
The Trap,MOVIE,2019,90,0.0,4.3,1625.0,12.64,5.1,US,1,comedy,5
Road to Roma,MOVIE,2020,73,0.0,7.7,656.0,2.964,8.1,MX,1,documentation,127
Larry the Cable Guy: Remain Seated,MOVIE,2020,67,0.0,6.6,268.0,2.336,6.8,US,1,comedy,5
Asphalt Goddess,MOVIE,2020,126,0.0,4.9,177.0,5.8,6.8,MX,1,drama,88
The Crystal Calls - Making The Dark Crystal: Age of Resistance,MOVIE,2019,83,0.0,7.6,534.0,9.235,7.4,US,1,documentation,51
The Spooky Tale of Captain Underpants Hack-a-Ween,MOVIE,2019,45,0.0,5.9,208.0,6.989,6.2,US,1,action,22
The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,MOVIE,2019,13,0.0,7.1,1415.0,2.744,7.0,US,1,documentation,51
Tiffany Haddish Presents: They Ready,SHOW,2019,23,2.0,6.5,563.0,0.961,6.2,US,1,comedy,8
Sing On! Spain,SHOW,2020,39,1.0,6.1,133.0,1.795,8.5,ES,1,music,-1
Cemara's Family,MOVIE,2019,110,0.0,7.7,787.0,3.707,8.4,ID,1,family,-1
Ek Ladki Ko Dekha Toh Aisa Laga,MOVIE,2019,121,0.0,5.6,4378.0,3.371,5.8,IN,1,drama,7
A Thousand Goodnights,SHOW,2019,71,1.0,8.0,94.0,6.367,4.9,TW,1,family,-1
The Larva Island Movie,MOVIE,2020,89,0.0,5.1,655.0,71.987,7.2,KR,1,animation,-1
Ultras,MOVIE,2020,109,0.0,6.2,4892.0,6.74,6.1,IT,1,drama,125
"Ken Jeong: You Complete Me, Ho",MOVIE,2019,62,0.0,5.7,2402.0,4.573,6.0,US,1,comedy,5
Larry Charles' Dangerous World of Comedy,SHOW,2019,59,1.0,7.3,576.0,1.513,6.0,US,1,documentation,53
The Stand at Paxton County,MOVIE,2020,102,0.0,6.3,1103.0,5.838,6.0,US,1,thriller,1
A Queen Is Born,SHOW,2020,44,1.0,6.0,151.0,2.435,10.0,BR,1,reality,-1
A Second Chance: Rivals!,MOVIE,2019,89,0.0,4.6,394.0,7.151,7.3,AU,1,drama,72
YooHoo to the Rescue,SHOW,2019,13,3.0,6.8,54.0,2.196,8.0,KR,1,animation,-1
Murder to Mercy - The Cyntoia Brown Story,MOVIE,2020,96,0.0,6.3,2776.0,10.875,7.1,US,1,documentation,51
Alex Fernández: The Best Comedian in the World,MOVIE,2020,51,0.0,6.1,142.0,0.741,7.5,MX,1,comedy,110
Angela's Christmas Wish,MOVIE,2020,47,0.0,7.1,1451.0,27.407,6.3,US,2,animation,36
"¡Ay, mi madre!",MOVIE,2019,81,0.0,3.9,404.0,4.204,4.3,ES,1,comedy,121
Ramprasad Ki Tehrvi,MOVIE,2019,106,0.0,7.5,5385.0,2.54,6.1,IN,1,drama,7
Bulbbul,MOVIE,2020,94,0.0,6.5,11844.0,23.407,6.7,IN,1,fantasy,91
Narcoworld: Dope Stories,SHOW,2019,40,1.0,6.6,323.0,4.774,9.1,US,1,documentation,53
Thiago Ventura: POKAS,MOVIE,2020,82,0.0,6.4,196.0,3.815,7.1,BR,1,comedy,128
Red Snow,MOVIE,2019,100,0.0,4.5,157.0,2.503,5.0,CA,1,drama,79
Dolly Parton's Christmas on the Square,MOVIE,2020,98,0.0,5.2,2686.0,4.223,5.9,US,1,comedy,5
You've Got This,MOVIE,2020,111,0.0,5.8,1297.0,9.708,7.9,MX,1,romance,-1
"Rob Schneider: Asian Momma, Mexican Kids",MOVIE,2020,44,0.0,5.5,716.0,3.231,6.4,US,1,comedy,5
Los Tigres del Norte at Folsom Prison,MOVIE,2019,64,0.0,7.0,174.0,3.246,6.4,US,1,documentation,51
Despite Everything,MOVIE,2019,75,0.0,5.3,4956.0,14.306,6.0,ES,1,comedy,121
Sleepless Society NYCTOPHOBIA,SHOW,2019,46,1.0,5.6,46.0,2.664,9.3,TH,1,thriller,124
Tiffany Haddish: Black Mitzvah,MOVIE,2019,55,0.0,6.3,967.0,1.91,6.3,US,1,comedy,5
Into the Beat,MOVIE,2020,102,0.0,5.3,1345.0,7.671,6.4,DE,1,music,-1
What the F* Is Going On?,MOVIE,2019,86,0.0,7.4,173.0,1.009,7.2,ES,1,documentation,113
Cuddle Weather,MOVIE,2019,95,0.0,6.0,413.0,3.347,4.6,PH,1,drama,64
The Three Deaths of Marisela Escobedo,MOVIE,2020,109,0.0,8.1,1683.0,19.571,9.0,MX,1,crime,-1
Rogue Warfare: The Hunt,MOVIE,2019,103,0.0,3.1,590.0,8.239,5.6,US,1,action,22
Taj Mahal 1989,SHOW,2020,34,1.0,7.4,1542.0,2.624,7.3,IO,1,drama,31
99 Songs,MOVIE,2019,128,0.0,6.6,2275.0,3.039,7.0,IN,1,romance,13
J-Style Trip,SHOW,2020,64,1.0,5.0,114.0,1.879,7.5,TW,2,reality,-1
Bennett's War,MOVIE,2019,94,0.0,6.0,899.0,6.412,7.1,US,1,drama,0
Shikara,MOVIE,2020,118,0.0,3.3,15092.0,2.403,4.2,IN,1,drama,7
A Land Imagined,MOVIE,2019,95,0.0,6.2,1297.0,3.057,5.9,FR,3,thriller,102
Hating Peter Tatchell,MOVIE,2020,91,0.0,7.6,787.0,2.761,6.5,AU,2,documentation,135
Twin Murders: The Silence of the White City,MOVIE,2019,110,0.0,5.3,5307.0,11.036,5.6,ES,1,action,-1
The Underclass,SHOW,2020,55,1.0,6.5,64.0,2.426,6.7,TH,1,drama,31
The Man Who Feels No Pain,MOVIE,2019,136,0.0,7.3,7761.0,2.934,6.8,IN,1,comedy,27
The Boys in the Band: Something Personal,MOVIE,2020,28,0.0,7.2,362.0,2.267,8.5,US,1,documentation,51
Any Crybabies Around?,MOVIE,2020,106,0.0,6.0,168.0,1.529,5.0,JP,1,drama,84
Holiday Rush,MOVIE,2019,94,0.0,4.9,2723.0,10.776,5.6,US,1,drama,0
GAME ON: A Comedy Crossover Event,SHOW,2020,30,2.0,5.5,219.0,3.255,7.7,US,1,comedy,8
Love,MOVIE,2020,91,0.0,7.0,1544.0,2.055,5.9,IN,1,thriller,26
The Body,MOVIE,2019,104,0.0,5.5,3321.0,3.311,5.7,IN,1,thriller,26
A Choo,MOVIE,2020,101,0.0,5.5,378.0,3.187,5.0,TW,1,romance,83
The Claus Family,MOVIE,2020,96,0.0,5.5,2022.0,6.659,5.7,BE,1,comedy,58
Sillu Karupatti,MOVIE,2019,138,0.0,8.0,1748.0,3.546,7.4,IN,1,drama,7
K. D.,MOVIE,2019,119,0.0,8.4,1787.0,1.848,7.6,IN,1,drama,7
Street Flow,MOVIE,2019,96,0.0,6.4,1527.0,13.211,7.1,FR,1,drama,12
Torbaaz,MOVIE,2020,132,0.0,6.9,17892.0,2.797,7.6,IN,1,drama,7
The Magic School Bus Rides Again: Kids in Space,MOVIE,2020,45,0.0,6.1,86.0,3.821,7.6,CA,1,action,105
Crime Diaries: The Candidate,SHOW,2019,42,1.0,7.5,813.0,9.173,7.4,MX,1,thriller,-1
Sakho & Mangane,SHOW,2019,51,1.0,6.3,135.0,3.577,7.0,SN,1,action,54
Secreto bien guardado,SHOW,2019,30,1.0,5.0,195.0,2.832,10.0,AR,1,drama,-1
Iliza Shlesinger: Unveiled,MOVIE,2019,78,0.0,6.5,1688.0,4.031,6.5,US,1,comedy,5
Vikruthi,MOVIE,2019,123,0.0,7.4,1574.0,2.141,6.8,IN,1,drama,7
Nasha Natasha,MOVIE,2020,83,0.0,6.3,305.0,2.051,6.7,UY,1,documentation,48
Manmadhudu 2,MOVIE,2019,155,0.0,4.8,708.0,2.4,6.0,IN,1,comedy,27
Just Another Christmas,MOVIE,2020,101,0.0,6.7,4506.0,7.195,7.4,BR,1,comedy,128
Legend Quest: Masters of Myth,SHOW,2019,25,1.0,7.5,128.0,5.398,10.0,MX,1,animation,-1
The App,MOVIE,2019,79,0.0,2.7,1347.0,7.473,2.9,IT,1,drama,-1
Dance Dreams: Hot Chocolate Nutcracker,MOVIE,2020,80,0.0,7.0,341.0,4.109,7.8,US,1,documentation,51
Hello Ninja,SHOW,2019,13,4.0,6.8,119.0,7.582,7.0,CA,1,family,-1
Once Again,MOVIE,2019,101,0.0,7.0,980.0,1.484,6.1,DE,3,drama,21
True: Terrific Tales,SHOW,2020,8,1.0,6.2,24.0,2.148,9.0,US,1,animation,41
Dragons: Rescue Riders: Hunt for the Golden Dragon,MOVIE,2020,46,0.0,5.1,155.0,7.16,6.8,US,1,animation,36
Intuition,MOVIE,2020,116,0.0,5.5,2663.0,15.292,6.3,AR,1,thriller,89
Mi amigo Alexis,MOVIE,2019,100,0.0,5.1,346.0,5.082,6.3,CL,1,drama,6
Vir Das: For India,MOVIE,2020,75,0.0,7.7,1260.0,2.277,8.3,IN,1,comedy,27
True: Friendship Day,MOVIE,2020,23,0.0,6.9,23.0,1.845,10.0,CA,1,animation,-1
Felix Lobrecht: Hype,MOVIE,2020,59,0.0,5.8,261.0,1.144,6.7,DE,1,comedy,108
Evelyn,MOVIE,2019,95,0.0,7.2,772.0,4.313,6.8,GB,1,documentation,85
The Unknown Saint,MOVIE,2020,100,0.0,6.5,1127.0,2.526,6.4,MA,3,comedy,58
Penalty,MOVIE,2019,128,0.0,5.3,878.0,1.904,5.0,IN,1,sport,-1
Singapore Social,SHOW,2019,38,1.0,4.7,2197.0,1.797,10.0,US,1,reality,14
Living Undocumented,SHOW,2019,43,1.0,6.6,580.0,1.19,6.0,US,1,documentation,53
Albert  Pinto Ko Gussa Kyun Aata Hai?,MOVIE,2019,94,0.0,5.5,1922.0,0.717,4.0,IN,1,crime,49
Spirit Riding Free: Spirit of Christmas,MOVIE,2019,45,0.0,5.2,124.0,8.492,6.9,US,1,animation,36
AK vs AK,MOVIE,2020,108,0.0,6.9,14195.0,3.757,7.3,IN,1,drama,7
Nneka the Pretty Serpent,MOVIE,2020,140,0.0,3.7,126.0,2.577,3.8,NG,1,horror,57
Varane Avashyamund,MOVIE,2020,145,0.0,6.9,2803.0,3.258,7.0,IN,1,comedy,27
The Fabulous Lives of Bollywood Wives,SHOW,2020,37,1.0,4.7,9695.0,1.363,5.5,IN,1,reality,-1
Chopsticks,MOVIE,2019,100,0.0,6.5,4729.0,4.727,5.9,IN,1,comedy,27
U-Turn,MOVIE,2020,120,0.0,4.4,272.0,1.68,5.7,PS,2,thriller,89
The Fisherman's Diary,MOVIE,2020,142,0.0,6.4,631.0,4.522,7.1,CM,1,drama,6
Back to School,MOVIE,2019,83,0.0,5.3,1267.0,5.563,5.4,FR,1,comedy,104
Holiday Home Makeover with Mr. Christmas,SHOW,2020,44,1.0,5.8,293.0,5.464,6.7,US,1,reality,14
Hasmukh,SHOW,2020,32,1.0,5.3,2680.0,2.372,7.0,IN,1,comedy,-1
ReMastered: Massacre at the Stadium,MOVIE,2019,64,0.0,7.2,787.0,2.55,7.7,CL,1,documentation,48
Fearless,MOVIE,2020,89,0.0,4.9,1735.0,17.412,6.2,CA,1,animation,101
Chaman Bahar,MOVIE,2020,111,0.0,6.9,6926.0,1.967,5.3,IN,1,drama,7
Sugar Rush Christmas,SHOW,2019,51,2.0,6.8,590.0,2.274,7.7,US,1,reality,14
Sethum Aayiram Pon,MOVIE,2019,102,0.0,7.2,349.0,1.974,6.0,IN,1,drama,7
ReMastered: The Lion's Share,MOVIE,2019,84,0.0,6.9,637.0,2.952,7.0,US,1,music,59
"Ray Romano: Right Here, Around the Corner",MOVIE,2019,58,0.0,7.2,1693.0,2.483,6.8,US,1,comedy,5
Arsenio Hall: Smart and Classy,MOVIE,2019,63,0.0,6.0,460.0,3.367,5.9,US,1,comedy,5
Cricket Fever: Mumbai Indians,SHOW,2019,38,1.0,7.2,710.0,1.4,9.0,IN,1,documentation,-1
Guna 369,MOVIE,2019,146,0.0,6.7,19.0,2.278,5.0,IN,1,romance,13
Buddi,SHOW,2020,10,2.0,7.2,58.0,1.032,10.0,US,1,family,23
High & Low: The Worst,MOVIE,2019,125,0.0,6.7,516.0,4.017,7.1,JP,1,action,50
Whipped,MOVIE,2020,97,0.0,4.0,642.0,2.293,6.4,ID,1,drama,6
Felipe Esparza: Bad Decisions,SHOW,2020,63,1.0,5.3,176.0,1.061,10.0,US,1,comedy,8
Masameer: The Movie,MOVIE,2020,112,0.0,5.9,2274.0,2.473,6.2,SA,1,animation,-1
Mighty Little Bheem,SHOW,2019,6,3.0,6.4,252.0,8.586,8.4,US,1,animation,41
Luccas Neto in: Summer Camp,MOVIE,2019,87,0.0,2.8,54.0,2.99,8.4,BR,1,comedy,-1
Bulbul Can Sing,MOVIE,2019,95,0.0,7.0,390.0,0.638,7.8,IN,1,drama,7
Maska,MOVIE,2020,111,0.0,5.9,1451.0,1.752,6.0,IN,1,comedy,27
The 3rd Eye 2,MOVIE,2019,115,0.0,5.4,596.0,12.245,5.7,ID,1,thriller,89
Dead Kids,MOVIE,2019,94,0.0,5.3,494.0,3.644,5.9,PH,1,crime,-1
Too Handsome To Handle,MOVIE,2019,106,0.0,6.7,564.0,5.718,6.0,ID,1,comedy,58
Ginny Weds Sunny,MOVIE,2020,125,0.0,5.7,4776.0,3.782,6.3,IN,1,comedy,27
Dark City Beneath the Beat,MOVIE,2020,65,0.0,6.6,141.0,2.303,7.0,US,1,documentation,51
The Car: Road to Revenge,MOVIE,2019,89,0.0,4.0,1096.0,20.461,6.6,US,1,action,22
Jezebel,MOVIE,2020,88,0.0,6.6,931.0,1.22,6.6,US,1,drama,0
Kenny Sebastian: The Most Interesting Person in the Room,MOVIE,2020,67,0.0,6.0,1007.0,3.062,6.9,IN,1,comedy,27
Find Yourself,SHOW,2020,45,1.0,7.7,212.0,14.895,7.7,CN,1,drama,75
Father Soldier Son,MOVIE,2020,99,0.0,7.3,952.0,10.385,6.2,US,1,war,39
Juanita,MOVIE,2019,90,0.0,6.0,2362.0,6.815,5.25,US,1,drama,0
A Family Reunion Christmas,MOVIE,2019,29,0.0,5.8,219.0,7.028,6.1,US,1,comedy,5
Chippa,MOVIE,2019,90,0.0,6.5,1103.0,1.315,5.0,IN,1,drama,7
Isa Pa with Feelings,MOVIE,2019,102,0.0,7.8,344.0,2.73,7.4,PH,1,comedy,62
Showtime 1958,MOVIE,2020,110,0.0,5.6,25.0,1.275,6.5,MY,1,drama,6
Six Windows in the Desert,SHOW,2020,21,1.0,4.3,3104.0,1.176,10.0,SA,1,drama,-1
One-Way to Tomorrow,MOVIE,2020,90,0.0,5.6,4819.0,3.827,5.8,TR,1,comedy,56
"Colin Quinn: Red State, Blue State",MOVIE,2019,65,0.0,7.6,727.0,2.538,7.5,US,1,comedy,5
Malibu Rescue: The Next Wave,MOVIE,2020,70,0.0,4.8,841.0,8.488,6.5,US,1,comedy,5
Money Trap,MOVIE,2019,121,0.0,6.0,14565.0,9.695,5.6,TR,1,action,-1
Kaali Khuhi,MOVIE,2020,90,0.0,3.5,1230.0,1.95,4.8,IN,1,thriller,26
Blood Will Tell,MOVIE,2019,113,0.0,6.1,831.0,2.268,6.0,CL,3,thriller,89
George Lopez: We'll Do It for Half,MOVIE,2020,51,0.0,5.7,452.0,2.137,5.6,US,1,comedy,5
Dark Forces,MOVIE,2020,81,0.0,2.7,597.0,4.03,4.3,MX,1,horror,-1
Pegasus,MOVIE,2019,98,0.0,6.3,1813.0,5.369,6.3,CN,1,comedy,109
Bhangra Paa Le,MOVIE,2020,131,0.0,6.2,361.0,3.101,5.8,IN,1,music,-1
Milestone,MOVIE,2020,98,0.0,6.6,634.0,1.579,6.1,IN,1,drama,7
122,MOVIE,2019,95,0.0,6.0,5563.0,3.717,6.0,EG,1,horror,57
Saavat,MOVIE,2019,117,0.0,6.5,176.0,0.974,7.0,IN,1,thriller,26
Dorasani,MOVIE,2019,130,0.0,5.8,199.0,2.545,4.0,IN,1,drama,7
Green Door,SHOW,2019,49,1.0,6.4,131.0,2.114,8.3,TW,1,drama,31
Axone,MOVIE,2019,96,0.0,6.9,2213.0,1.895,5.6,IN,1,comedy,27
Dilan 1991,MOVIE,2019,118,0.0,6.5,1071.0,3.22,6.8,ID,1,drama,6
A Go! Go! Cory Carson Christmas,MOVIE,2020,21,0.0,6.1,50.0,14.016,6.9,US,1,animation,36
Dying to Tell,MOVIE,2019,87,0.0,6.8,351.0,1.881,7.1,ES,1,documentation,113
Tootsies & The Fake,MOVIE,2019,108,0.0,5.9,485.0,3.134,4.6,TH,1,comedy,58
Fary: Hexagone,SHOW,2020,51,1.0,6.2,129.0,1.41,7.0,FR,1,comedy,132
Nailed It! Germany,SHOW,2020,0,1.0,5.7,102.0,2.157,10.0,DE,1,reality,-1
Namaste Wahala,MOVIE,2020,106,0.0,5.1,1557.0,2.696,7.7,NG,1,comedy,58
Guillermo Vilas: Settling the Score,MOVIE,2020,94,0.0,7.1,655.0,1.754,8.1,AR,1,documentation,-1
The Beginning of Life 2: Outside,MOVIE,2020,92,0.0,8.0,20.0,1.29,8.5,BR,1,documentation,-1
90 ML,MOVIE,2019,125,0.0,3.3,577.0,1.81,5.2,IN,1,drama,7
Citation,MOVIE,2020,151,0.0,6.1,970.0,4.944,7.4,NG,1,thriller,89
Adam Devine: Best Time of Our Lives,MOVIE,2019,58,0.0,5.9,959.0,2.486,6.5,US,1,comedy,5
Nailed It! Mexico,SHOW,2019,33,3.0,6.2,308.0,4.224,7.1,MX,1,reality,-1
Dogwashers,MOVIE,2020,107,0.0,5.8,601.0,29.101,6.313,AR,2,crime,-1
Valentino,SHOW,2020,37,1.0,5.2,225.0,6.16,6.5,EG,1,comedy,55
Stunt School,MOVIE,2019,95,0.0,4.4,1141.0,1.509,4.1,TR,1,comedy,56
Bypass Road,MOVIE,2019,137,0.0,5.4,1022.0,1.523,5.3,IN,1,thriller,26
La Vocera,MOVIE,2020,82,0.0,7.2,55.0,1.679,6.5,MX,1,documentation,127
Fan Girl,MOVIE,2020,100,0.0,6.6,382.0,2.273,7.6,PH,1,drama,64
Deon Cole: Cole Hearted,MOVIE,2019,69,0.0,6.9,895.0,3.008,6.5,US,1,comedy,5
27 Steps of May,MOVIE,2019,112,0.0,8.0,492.0,1.857,8.6,ID,1,drama,6
Mere Pyare Prime Minister,MOVIE,2019,104,0.0,6.8,646.0,1.988,7.2,IN,1,drama,7
Brother in Love,MOVIE,2019,115,0.0,7.0,6337.0,3.146,6.9,TR,1,comedy,56
All Because of You,MOVIE,2020,101,0.0,3.9,218.0,2.519,6.6,MY,1,romance,83
Luccas Neto em: Uma Babá Muito Esquisita,MOVIE,2019,75,0.0,3.0,36.0,2.143,7.1,BR,1,comedy,128
Bangkok Love Stories: Plead,SHOW,2019,42,1.0,7.2,58.0,1.82,9.0,TH,1,drama,31
Jai Mummy Di,MOVIE,2020,103,0.0,3.7,946.0,2.23,6.6,IN,1,comedy,27
The 43,SHOW,2019,66,1.0,7.1,143.0,2.828,6.9,MX,1,documentation,-1
Kings of Jo'Burg,SHOW,2020,53,1.0,5.0,499.0,5.53,7.9,ZA,1,crime,67
Bad Boy Billionaires: India,SHOW,2020,59,1.0,7.9,3057.0,1.974,8.3,XX,1,crime,-1
One Day We'll Talk About Today,MOVIE,2020,121,0.0,7.4,1155.0,2.614,7.8,ID,1,drama,6
Perfume Imaginary Museum “Time Warp”,MOVIE,2020,53,0.0,6.5,24.0,1.555,7.0,JP,1,music,-1
Dolly Kitty and Those Twinkling Stars,MOVIE,2019,120,0.0,5.5,7580.0,2.456,5.9,IN,1,drama,7
The Unremarkable Juanquini,SHOW,2020,29,2.0,4.3,191.0,7.945,7.0,CO,1,comedy,-1
Kedibone,MOVIE,2020,94,0.0,4.5,174.0,2.368,10.0,ZA,1,drama,-1
Kevin Hart's Guide to Black History,MOVIE,2019,60,0.0,5.5,1347.0,3.248,5.4,US,1,comedy,5
London Hughes: To Catch A D*ck,MOVIE,2020,60,0.0,4.7,326.0,3.879,6.6,US,1,comedy,5
Jeff Garlin: Our Man in Chicago,MOVIE,2019,58,0.0,5.9,425.0,2.251,6.3,GB,1,comedy,11
Milea,MOVIE,2020,99,0.0,6.1,564.0,3.228,5.7,ID,1,drama,6
Guatemala: Heart of the Mayan World,MOVIE,2019,66,0.0,6.6,224.0,2.275,5.8,GT,2,documentation,48
"Wait, My Youth",SHOW,2019,36,1.0,8.0,122.0,4.459,9.0,CN,1,drama,75
Furtive,MOVIE,2020,84,0.0,5.1,328.0,1.945,6.5,AR,1,thriller,89
Voices of Fire,SHOW,2020,37,1.0,6.8,388.0,1.137,8.0,US,1,music,-1
Illegal Woman,MOVIE,2020,119,0.0,6.1,201.0,1.65,6.6,ES,1,drama,98
The Defected,SHOW,2019,42,1.0,7.4,70.0,6.024,9.0,HK,1,drama,-1
Country Ever After,SHOW,2020,24,1.0,6.4,170.0,1.11,9.7,US,1,reality,14
Seriously Single,MOVIE,2020,107,0.0,4.4,1266.0,7.403,7.0,ZA,1,comedy,58
Girl's Revenge,MOVIE,2020,81,0.0,5.7,204.0,12.91,5.1,TW,1,drama,6
Velvet Colección: Grand Finale,MOVIE,2020,82,0.0,7.2,8.0,2.102,4.0,US,2,comedy,5
Dollar,SHOW,2019,41,1.0,6.6,602.0,2.16,8.0,LB,1,action,54
Aaviri,MOVIE,2019,113,0.0,3.5,104.0,0.994,4.0,IN,1,drama,7
A Home with a View,MOVIE,2019,92,0.0,5.9,301.0,2.904,6.0,HK,1,comedy,63
A Trash Truck Christmas,MOVIE,2020,28,0.0,5.5,214.0,17.611,6.5,US,1,action,22
The Bling Lagosians,MOVIE,2019,97,0.0,6.4,94.0,2.214,6.0,NG,1,drama,6
Sitara,MOVIE,2019,128,0.0,8.0,5.0,1.115,7.1,IN,1,drama,7
Léa & I,MOVIE,2019,84,0.0,6.5,215.0,3.101,5.9,US,1,documentation,51
Mundina Nildana,MOVIE,2019,106,0.0,6.2,364.0,1.453,6.0,IN,1,drama,7
Bookmarks: Celebrating Black Voices,SHOW,2020,7,1.0,5.0,163.0,3.313,8.0,US,1,family,23
Tuna Girl,MOVIE,2019,89,0.0,6.1,148.0,1.508,6.5,JP,1,drama,84
Mo Gilligan: Momentum,MOVIE,2019,64,0.0,6.3,439.0,2.839,5.3,GB,1,comedy,11
Andre and His Olive Tree,MOVIE,2020,104,0.0,6.7,207.0,1.519,5.0,SG,1,documentation,48
Guddiyan Patole,MOVIE,2019,127,0.0,7.0,740.0,2.072,9.3,IN,1,comedy,27
Santana,MOVIE,2020,106,0.0,3.8,984.0,7.095,5.6,ZA,2,action,95
A Perfect Day for Arsenide,SHOW,2020,23,1.0,5.0,18.0,1.4,2.0,HK,1,drama,-1
Tarung Sarung,MOVIE,2020,115,0.0,5.9,196.0,3.165,7.4,ID,1,drama,6
Gold Statue,MOVIE,2019,145,0.0,6.2,52.0,1.306,4.0,NG,1,drama,6
The Zoya Factor,MOVIE,2019,134,0.0,4.3,2451.0,3.737,5.8,IN,1,romance,13
"Hello, Love, Goodbye",MOVIE,2019,118,0.0,7.3,1050.0,9.819,6.1,HK,2,drama,-1
Hot Gimmick: Girl Meets Boy,MOVIE,2019,119,0.0,4.4,454.0,4.889,6.1,JP,1,drama,84
Yeh Ballet,MOVIE,2020,117,0.0,7.5,1335.0,5.098,7.7,IN,1,drama,7
糖糖Online,SHOW,2019,24,1.0,5.4,22.0,0.6,10.0,TW,1,drama,31
Andhaghaaram,MOVIE,2020,171,0.0,7.6,3746.0,2.54,7.7,IN,1,thriller,26
Southern Survival,SHOW,2020,29,1.0,5.2,462.0,1.847,8.3,US,1,reality,14
Super Monsters Save Christmas,MOVIE,2019,24,0.0,4.8,57.0,2.865,6.0,US,1,family,38
I'm Leaving Now,MOVIE,2019,74,0.0,6.6,111.0,1.517,6.0,MX,2,documentation,127
Ludo,MOVIE,2020,150,0.0,7.6,37528.0,10.329,7.5,IN,1,crime,49
Mallesham,MOVIE,2019,131,0.0,8.3,1045.0,1.915,7.6,IN,1,drama,7
Mike Epps: Only One Mike,MOVIE,2019,63,0.0,4.7,306.0,2.06,6.6,US,1,comedy,5
Kill Me If You Dare,MOVIE,2019,104,0.0,4.4,1764.0,3.102,4.2,TR,1,romance,-1
The 9th Precinct,MOVIE,2019,94,0.0,5.6,535.0,14.932,6.1,TW,1,crime,92
Whindersson Nunes: Adulto,MOVIE,2019,68,0.0,7.0,362.0,4.076,8.0,BR,1,comedy,128
Styling Hollywood,SHOW,2019,36,1.0,6.6,361.0,1.289,10.0,US,1,reality,14
"Kalel, 15",MOVIE,2019,104,0.0,7.2,276.0,2.69,9.3,PH,1,drama,64
Kandasamys: The Wedding,MOVIE,2019,98,0.0,6.0,232.0,2.263,8.4,ZA,1,comedy,58
A Tale of Two Kitchens,MOVIE,2019,29,0.0,6.5,145.0,2.511,6.6,MX,2,documentation,127
Mujeres arriba,MOVIE,2020,100,0.0,3.8,471.0,5.945,7.5,CL,1,comedy,58
Kids on the Block,MOVIE,2019,103,0.0,5.6,361.0,2.383,5.0,TR,1,comedy,56
Bangkok Buddies,SHOW,2019,40,1.0,6.8,17.0,3.237,10.0,TH,1,drama,31
Kaake Da Viyah,MOVIE,2019,133,0.0,5.1,74.0,0.999,6.0,IN,1,comedy,27
Horrid Henry's Gross Day Out,MOVIE,2020,61,0.0,5.9,47.0,2.448,1.0,GB,1,family,-1
House Arrest,MOVIE,2019,104,0.0,5.5,1655.0,3.176,6.4,IN,1,comedy,27
Bombairiya,MOVIE,2019,108,0.0,4.5,423.0,2.423,7.5,IN,1,drama,7
Dad Wanted,MOVIE,2020,102,0.0,5.7,1075.0,8.354,7.6,MX,1,drama,88
Revenge of the Pontianak,MOVIE,2019,92,0.0,5.3,273.0,4.274,5.2,SG,2,horror,57
Love for Sale 2,MOVIE,2019,92,0.0,7.0,558.0,2.626,7.1,ID,1,drama,6
Uriyadi 2,MOVIE,2019,119,0.0,7.1,888.0,2.803,6.9,IN,1,action,52
Irandam Ulagaporin Kadaisi Gundu,MOVIE,2019,141,0.0,7.2,970.0,1.87,6.2,IN,1,drama,7
Carlos Almaraz: Playing with Fire,MOVIE,2019,82,0.0,7.5,62.0,0.896,7.0,US,1,documentation,51
Hamid,MOVIE,2019,108,0.0,7.7,1211.0,1.578,7.0,IN,1,drama,7
Life Overtakes Me,MOVIE,2019,39,0.0,5.0,45.0,8.087,6.4,SE,2,documentation,48
David A. Arnold Fat Ballerina,MOVIE,2020,60,0.0,7.3,75.0,1.859,4.7,US,1,comedy,5
Upstarts,MOVIE,2019,112,0.0,6.7,869.0,1.86,7.1,IN,1,drama,7
Mehandi Circus,MOVIE,2019,135,0.0,7.3,557.0,2.967,6.1,IN,1,drama,7
Feo pero Sabroso,MOVIE,2019,90,0.0,4.3,173.0,8.017,6.9,CO,1,comedy,58
This Earth of Mankind,MOVIE,2019,181,0.0,6.8,747.0,2.346,7.3,ID,1,drama,6
