title,type,release_year,runtime,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,lead_prod_country,prod_countries_cnt,main_genre,dbscan_clusters
#FriendButMarried 2,MOVIE,2020,104,0.0,6.9,311.0,2.063,7.5,ID,1,drama,6
Sarvam Thaala Mayam,MOVIE,2019,133,0.0,7.6,1231.0,2.903,7.2,IN,1,drama,7
Spirit Riding Free: Ride Along Adventure,MOVIE,2020,22,0.0,6.1,61.0,1.52,8.7,US,1,animation,36
Fadily Camara: La plus drôle de tes copines,MOVIE,2019,54,0.0,5.7,50.0,2.2,6.3,FR,1,comedy,104
Anelka: Misunderstood,MOVIE,2020,94,0.0,6.4,3174.0,7.071,6.5,FR,1,documentation,71
Mokalik (Mechanic),MOVIE,2019,100,0.0,6.2,151.0,1.325,5.3,NG,1,comedy,58
Amit Tandon: Family Tandoncies,MOVIE,2020,72,0.0,7.1,255.0,1.388,6.7,IN,1,comedy,27
The Panti Sisters,MOVIE,2019,108,0.0,5.5,272.0,3.741,4.6,PH,1,comedy,62
15 August,MOVIE,2019,124,0.0,5.7,273.0,2.559,7.0,IN,1,romance,13
Antoine Griezmann: The Making of a Legend,MOVIE,2019,60,0.0,6.5,1157.0,5.362,7.1,FR,1,documentation,71
Sur Sapata,MOVIE,2019,128,0.0,7.3,45.0,1.295,8.5,IN,1,comedy,27
Luccas Neto in: Children's Day,MOVIE,2019,81,0.0,2.5,12.0,2.23,8.5,BR,1,comedy,-1
Death Can Wait,MOVIE,2020,91,0.0,4.6,105.0,4.115,6.2,CO,1,comedy,58
Super Monsters Back to School,MOVIE,2019,23,0.0,6.2,29.0,2.472,6.3,US,2,animation,36
Love Like the Falling Rain,MOVIE,2020,86,0.0,4.7,205.0,3.639,6.2,ID,1,drama,6
Kilometers and Kilometers,MOVIE,2020,129,0.0,6.3,1592.0,2.453,5.6,IN,1,action,52
Pinkfong & Baby Shark's Space Adventure,MOVIE,2019,66,0.0,5.1,74.0,3.193,4.0,KR,2,animation,-1
Maniyarayile Ashokan,MOVIE,2020,110,0.0,4.7,1261.0,2.534,3.6,IN,1,drama,7
Born Beautiful,MOVIE,2019,96,0.0,5.4,119.0,2.213,5.7,PH,1,comedy,62
To Be of Service,MOVIE,2019,88,0.0,7.3,99.0,1.499,5.7,US,1,documentation,51
What are the Odds?,MOVIE,2019,92,0.0,5.2,840.0,1.097,6.0,IN,1,drama,7
"Sincerely Yours, Dhaka",MOVIE,2019,134,0.0,6.9,673.0,1.277,8.0,BD,1,drama,6
DeMarcus Family Rules,SHOW,2020,28,1.0,6.4,112.0,1.532,5.5,US,1,reality,14
The Charming Stepmom,SHOW,2019,46,1.0,7.9,18.0,5.114,10.0,TH,1,family,-1
Lola Igna,MOVIE,2019,114,0.0,7.2,188.0,2.141,8.0,PH,1,drama,64
Mutiny of the Worker Bees,MOVIE,2020,100,0.0,4.1,478.0,6.093,7.2,MX,1,comedy,110
I'm Glad I Did,MOVIE,2020,123,0.0,8.4,1416.0,1.424,9.1,TR,1,documentation,-1
RK Nagar,MOVIE,2019,110,0.0,5.1,137.0,1.69,4.0,IN,1,comedy,27
"Martin Matte: La vie, la mort... eh la la..!",MOVIE,2019,61,0.0,6.5,103.0,1.513,7.5,CA,1,comedy,29
David Batra: Elephant in The Room,MOVIE,2020,77,0.0,5.9,197.0,2.333,8.0,SE,1,comedy,58
Arashi's Diary: Voyage,SHOW,2019,30,1.0,7.8,44.0,3.2,9.5,JP,1,documentation,-1
Evvarikee Cheppoddu,MOVIE,2019,133,0.0,7.2,412.0,1.938,7.0,IN,1,drama,7
Ave Maryam,MOVIE,2019,74,0.0,6.9,489.0,2.006,6.1,ID,1,romance,83
Uncle Naji in UAE,MOVIE,2019,95,0.0,5.0,60.0,1.272,10.0,AE,1,comedy,58
Mayday Life,MOVIE,2019,112,0.0,6.7,129.0,16.787,8.0,TW,1,music,-1
Children of Adam,SHOW,2020,40,1.0,7.7,186.0,3.843,8.5,LB,1,drama,31
Belmonte,MOVIE,2019,75,0.0,6.1,382.0,2.003,5.5,UY,3,drama,6
An Unremarkable Christmas,MOVIE,2020,83,0.0,3.2,141.0,3.963,6.5,CO,1,comedy,58
GIMS: On the Record,MOVIE,2020,96,0.0,6.8,209.0,4.812,7.3,FR,1,music,-1
Between Maybes,MOVIE,2019,107,0.0,6.2,173.0,1.939,4.0,PH,2,drama,64
Alone/Together,MOVIE,2019,103,0.0,6.6,466.0,1.6,6.8,PH,1,romance,77
"Yours Sincerely, Kanan Gill",MOVIE,2020,72,0.0,7.1,969.0,2.638,6.1,IN,1,comedy,27
Ladies Up,SHOW,2020,17,1.0,4.3,237.0,1.598,8.0,IN,1,reality,-1
We Are One,MOVIE,2020,86,0.0,4.7,93.0,3.168,5.8,FR,1,documentation,71
Alelí,MOVIE,2019,88,0.0,6.3,377.0,10.225,6.3,UY,1,comedy,58
Ainu Mosir,MOVIE,2020,84,0.0,6.6,236.0,1.177,7.0,CN,3,drama,96
Bhai - Vyakti Ki Valli 2,MOVIE,2019,130,0.0,7.6,203.0,1.015,8.0,IN,1,drama,7
Finding Agnes,MOVIE,2020,105,0.0,5.0,158.0,1.801,5.5,PH,1,drama,64
The App That Stole Christmas,MOVIE,2020,63,0.0,3.7,734.0,2.678,4.5,US,1,comedy,5
Crazy Awesome Teachers,MOVIE,2020,101,0.0,6.1,452.0,4.187,5.3,ID,1,comedy,58
True Tunes,SHOW,2019,3,1.0,8.0,13.0,1.522,10.0,US,1,family,23
In Paradox,MOVIE,2019,95,0.0,5.0,147.0,1.234,4.0,KW,1,thriller,89
Rakkhosh,MOVIE,2019,113,0.0,4.8,184.0,3.565,6.1,IN,1,horror,136
The Good Bandit,SHOW,2019,44,1.0,7.8,99.0,4.072,7.4,CO,1,comedy,55
Leyla Everlasting,MOVIE,2020,112,0.0,3.7,7499.0,2.482,3.8,TR,1,comedy,56
We Are Legends,MOVIE,2019,108,0.0,5.2,195.0,1.663,5.0,HK,1,action,-1
My Stupid Boss 2,MOVIE,2019,94,0.0,6.6,457.0,1.706,5.9,ID,1,comedy,58
Fate of Alakada,MOVIE,2020,114,0.0,6.9,55.0,1.307,10.0,NG,1,comedy,58
Sab el-Burumbah,MOVIE,2019,95,0.0,5.6,506.0,3.134,5.6,EG,1,comedy,58
Si Doel the Movie 2,MOVIE,2019,95,0.0,6.8,183.0,1.332,7.3,ID,1,romance,83
The Wedding Shaman,MOVIE,2019,111,0.0,7.1,161.0,3.818,6.5,ID,1,drama,6
Holy Expectations,MOVIE,2019,89,0.0,5.2,26.0,2.294,6.5,CO,1,comedy,58
Nenjamundu Nermaiyundu Odu Raja,MOVIE,2019,128,0.0,6.1,376.0,0.982,5.5,IN,1,comedy,27
Go! The Unforgettable Party,MOVIE,2019,60,0.0,5.1,144.0,12.439,7.6,AR,1,music,-1
The Day I Lost My Shadow,MOVIE,2019,94,0.0,6.1,244.0,0.796,6.0,LB,4,drama,6
Miranda Sings Live... Your Welcome,MOVIE,2019,61,0.0,5.4,424.0,3.222,5.7,US,1,comedy,5
Story of Kale: When Someone's in Love,MOVIE,2020,77,0.0,6.4,279.0,2.048,7.0,ID,1,drama,6
Sakaling Maging Tayo,MOVIE,2019,90,0.0,7.0,76.0,1.506,8.0,PH,1,romance,77
Thottappan,MOVIE,2019,140,0.0,6.9,373.0,1.86,6.0,IN,1,drama,7
Super Monsters: Santa's Super Monster Helpers,MOVIE,2020,24,0.0,4.5,25.0,1.97,7.7,US,1,animation,36
High End Yaariyaan,MOVIE,2019,140,0.0,5.4,1525.0,2.169,7.5,IN,1,romance,13
Edoardo Ferrario: Temi Caldi,MOVIE,2019,65,0.0,6.5,134.0,3.299,6.9,IT,1,comedy,106
The Gray Man,MOVIE,2022,128,0.0,6.6,46071.0,510.268,6.851,US,2,thriller,1
Resident Evil,SHOW,2022,51,1.0,3.7,24982.0,1387.392,5.956,US,1,scifi,10
RRR,MOVIE,2022,187,0.0,8.0,87515.0,53.526,7.8,IN,1,drama,7
Sing 2,MOVIE,2021,110,0.0,7.4,58423.0,545.619,8.052,US,1,comedy,5
The Man from Toronto,MOVIE,2022,110,0.0,5.8,31497.0,1439.906,6.449,US,1,action,22
Hustle,MOVIE,2022,117,0.0,7.4,89770.0,746.928,7.9,US,1,drama,0
Spiderhead,MOVIE,2022,106,0.0,5.4,43239.0,996.869,5.8,US,1,scifi,17
The Lincoln Lawyer,SHOW,2022,50,1.0,7.7,30295.0,68.925,8.1,US,1,crime,32
Man vs. Bee,SHOW,2022,11,1.0,6.8,22287.0,260.169,7.477,GB,1,comedy,28
The Sea Beast,MOVIE,2022,115,0.0,7.1,18852.0,1723.363,7.634,US,1,comedy,5
Girl in the Picture,MOVIE,2022,102,0.0,7.3,9786.0,219.908,7.196,US,1,documentation,51
How to Change Your Mind,SHOW,2022,54,1.0,8.2,627.0,19.552,7.0,US,1,documentation,53
God's Favorite Idiot,SHOW,2022,27,1.0,5.7,4196.0,7.322,7.0,US,1,comedy,8
Keep Sweet: Pray and Obey,SHOW,2022,49,1.0,7.4,7174.0,10.307,7.4,US,1,crime,32
Incantation,MOVIE,2022,111,0.0,6.2,5660.0,2274.044,7.4,TW,1,horror,57
Umma,MOVIE,2022,83,0.0,4.6,4583.0,155.039,5.9,US,1,horror,9
"Boo, Bitch",SHOW,2022,25,1.0,5.7,2203.0,481.983,6.5,US,1,scifi,10
Operation Mincemeat,MOVIE,2022,128,0.0,6.6,18893.0,44.29,6.7,GB,2,drama,34
Midnight Mass,SHOW,2021,64,1.0,7.7,106385.0,73.108,7.613,US,1,fantasy,-1
Inventing Anna,SHOW,2022,68,1.0,6.8,61061.0,74.876,6.8,US,1,drama,24
Valley of the Dead,MOVIE,2022,101,0.0,6.5,114.0,1668.296,6.303,ES,1,comedy,121
Snowflake Mountain,SHOW,2022,38,1.0,4.9,691.0,3.681,6.7,GB,1,reality,30
Anatomy of a Scandal,SHOW,2022,46,1.0,7.0,23981.0,11.678,7.5,GB,2,drama,65
Arcane,SHOW,2021,41,1.0,9.0,186899.0,106.45,9.081,US,1,scifi,10
Squid Game,SHOW,2021,55,2.0,8.0,426967.0,361.925,7.821,KR,1,action,-1
Money Heist (Korean Remake),SHOW,2022,70,1.0,5.2,5142.0,904.326,7.998,KR,1,action,-1
The Adam Project,MOVIE,2022,106,0.0,6.7,183489.0,317.154,7.106,US,1,drama,0
Heartstopper,SHOW,2022,28,3.0,8.7,45476.0,165.66,9.027,GB,1,romance,-1
Pieces of Her,SHOW,2022,51,1.0,6.3,22435.0,18.516,6.6,US,1,drama,24
Maid,SHOW,2021,54,1.0,8.4,77885.0,0.6,8.0,US,1,drama,24
Don't Look Up,MOVIE,2021,138,0.0,7.2,515337.0,120.874,7.208,US,1,comedy,5
The Power of the Dog,MOVIE,2021,126,0.0,6.8,164844.0,41.183,6.8,GB,5,drama,34
How To Build a Sex Room,SHOW,2022,42,1.0,5.3,181.0,8.976,8.1,US,1,reality,14
"BASTARD‼ -Heavy Metal, Dark Fantasy-",SHOW,2022,25,1.0,6.7,854.0,23.009,6.8,JP,1,animation,16
The Longest Night,SHOW,2022,45,1.0,5.8,502.0,0.6,6.643,ES,1,action,-1
You Don't Know Me,SHOW,2021,56,1.0,6.9,4037.0,6.332,6.3,GB,1,drama,65
Blasted,MOVIE,2022,114,0.0,4.8,1528.0,41.268,5.3,NO,1,action,95
First Kill,SHOW,2022,49,1.0,6.4,23605.0,252.955,8.4,US,1,thriller,78
"Hello, Goodbye, and Everything in Between",MOVIE,2022,83,0.0,4.9,1842.0,564.004,5.965,US,1,drama,0
Queen,SHOW,2022,49,1.0,7.1,815.0,8.782,7.3,PL,1,drama,31
King of Stonks,SHOW,2022,47,1.0,6.0,318.0,9.01,6.2,DE,1,comedy,-1
Alba,SHOW,2021,50,1.0,6.2,511.0,87.031,7.1,ES,1,drama,81
Interceptor,MOVIE,2022,98,0.0,4.5,20007.0,438.512,6.13,AU,1,thriller,-1
Alchemy of Souls,SHOW,2022,80,1.0,8.6,878.0,108.72,8.0,KR,1,drama,86
The Pentaverate,SHOW,2022,26,1.0,6.1,8726.0,8.239,5.9,US,1,comedy,8
Murderville,SHOW,2022,34,1.0,6.8,11466.0,5.846,6.2,US,1,comedy,8
Vikings: Valhalla,SHOW,2022,51,1.0,7.1,34833.0,236.161,7.98,US,1,war,80
The Lost Daughter,MOVIE,2021,122,0.0,6.7,58882.0,36.068,6.6,GR,3,drama,6
Shadow and Bone,SHOW,2021,52,1.0,7.6,80009.0,28.08,8.2,US,1,scifi,10
Kung Fu Panda: The Dragon Knight,SHOW,2022,24,1.0,5.9,742.0,656.832,7.5,US,1,action,18
"tick, tick... BOOM!",MOVIE,2021,121,0.0,7.5,98370.0,33.246,7.8,US,1,drama,0
"Web of Make Believe: Death, Lies and the Internet",SHOW,2022,57,1.0,6.1,1145.0,5.959,6.6,US,1,crime,32
The Woman in the House Across the Street from the Girl in the Window,SHOW,2022,26,1.0,6.3,41822.0,14.902,7.0,US,1,thriller,78
Red Notice,MOVIE,2021,117,0.0,6.3,264194.0,311.673,6.775,US,1,thriller,1
Café Minamdang,SHOW,2022,64,1.0,7.0,131.0,51.111,7.2,KR,1,drama,86
The Future Of,SHOW,2022,20,1.0,4.7,165.0,6.998,6.6,US,1,documentation,53
Archive 81,SHOW,2022,54,1.0,7.3,45954.0,61.695,7.4,US,1,drama,24
Stay Close,SHOW,2021,47,1.0,6.9,30197.0,11.449,7.2,GB,1,crime,93
Pirate Gold of Adak Island,SHOW,2022,29,1.0,4.6,563.0,20.51,5.7,US,1,reality,14
All of Us Are Dead,SHOW,2022,61,2.0,7.5,45027.0,491.672,8.452,KR,1,action,-1
Our Great National Parks,SHOW,2022,52,1.0,7.9,1684.0,2.583,7.9,US,1,documentation,53
Resident Evil: Infinite Darkness,SHOW,2021,27,1.0,5.8,9500.0,83.312,7.9,US,1,scifi,10
My Daughter's Killer,MOVIE,2022,83,0.0,6.9,832.0,177.035,6.6,DE,2,documentation,126
Love & Gelato,MOVIE,2022,111,0.0,5.1,3980.0,146.021,5.35,IT,1,romance,-1
Apollo 10½:  A Space Age Childhood,MOVIE,2022,98,0.0,7.3,6681.0,8.534,7.2,NL,2,animation,-1
The Alpinist,MOVIE,2021,92,0.0,8.0,8048.0,8.534,7.7,AT,3,documentation,48
The Mitchells vs. the Machines,MOVIE,2021,109,0.0,7.6,103825.0,35.602,8.0,US,1,comedy,5
Juanpis González - The Series,SHOW,2022,25,1.0,6.8,348.0,39.001,7.6,CO,1,comedy,55
Borgen - Power & Glory,SHOW,2022,57,1.0,8.2,165.0,4.726,8.4,DK,1,drama,31
Spriggan,SHOW,2022,46,1.0,7.0,664.0,16.71,6.9,JP,1,animation,16
Sweet Tooth,SHOW,2021,45,2.0,7.8,50215.0,63.287,8.0,US,1,drama,24
The Harder They Fall,MOVIE,2021,139,0.0,6.5,59833.0,114.813,6.746,US,1,action,22
Major,MOVIE,2022,149,0.0,9.1,7576.0,6.429,8.188,IN,1,action,52
Behind Her Eyes,SHOW,2021,50,1.0,7.2,59293.0,29.851,7.6,GB,1,thriller,-1
Our Father,MOVIE,2022,97,0.0,6.5,9889.0,42.481,6.5,US,1,crime,2
All American: Homecoming,SHOW,2022,39,2.0,5.3,527.0,9.277,8.1,US,1,drama,24
Lupin,SHOW,2021,46,3.0,7.5,102888.0,66.66,7.9,FR,1,crime,-1
Windfall,MOVIE,2022,92,0.0,5.7,20903.0,43.789,5.327,US,1,crime,2
Meltdown: Three Mile Island,SHOW,2022,44,1.0,6.9,3115.0,2.873,6.4,US,1,documentation,53
The Upshaws,SHOW,2021,27,2.0,6.8,2589.0,5.205,8.7,US,1,family,23
Senior Year,MOVIE,2022,112,0.0,5.5,34419.0,232.337,5.9,US,1,comedy,5
Clark,SHOW,2022,61,1.0,7.4,7958.0,14.127,6.9,SE,1,thriller,124
Farzar,SHOW,2022,27,1.0,5.3,929.0,47.136,6.5,US,1,scifi,10
Texas Chainsaw Massacre,MOVIE,2022,83,0.0,4.8,48828.0,331.065,5.2,US,1,horror,9
The Guilty,MOVIE,2021,91,0.0,6.3,117984.0,33.761,6.4,US,1,drama,0
The Colony,MOVIE,2021,104,0.0,5.3,8495.0,23.747,5.6,CH,2,scifi,-1
Pacific Rim: The Black,SHOW,2021,24,2.0,7.0,5175.0,50.254,8.333,US,1,scifi,10
Norm Macdonald: Nothing Special,MOVIE,2022,87,0.0,7.6,1466.0,4.061,6.2,US,1,comedy,5
Inside Job,SHOW,2021,28,2.0,7.6,16616.0,42.395,8.2,US,1,comedy,8
The Bubble,MOVIE,2022,126,0.0,4.7,22479.0,91.061,4.8,US,1,comedy,5
Iron Chef: Quest for an Iron Legend,SHOW,2022,48,1.0,7.1,382.0,4.182,7.0,US,1,reality,14
Two Summers,SHOW,2022,46,1.0,6.8,2867.0,39.696,6.75,BE,1,thriller,-1
She Would Never Know,SHOW,2021,64,1.0,7.5,743.0,34.287,8.8,KR,1,drama,86
The Hand of God,MOVIE,2021,130,0.0,7.4,30235.0,34.74,7.6,IT,1,drama,125
The Hidden Lives of Pets,SHOW,2022,32,1.0,7.4,339.0,7.588,7.7,GB,1,documentation,103
For Jojo,MOVIE,2022,97,0.0,4.2,121.0,16.562,3.792,DE,1,comedy,108
The Unforgivable,MOVIE,2021,112,0.0,7.1,105353.0,74.153,7.5,GB,3,drama,34
Bad Vegan: Fame. Fraud. Fugitives.,SHOW,2022,52,1.0,5.8,6134.0,3.403,5.3,US,1,documentation,53
Cowboy Bebop,SHOW,2021,45,1.0,6.6,35427.0,17.479,6.8,US,1,scifi,10
The Cuphead Show!,SHOW,2022,15,2.0,7.4,6513.0,96.8,8.0,US,1,animation,41
Hellbound,SHOW,2021,52,1.0,6.6,23099.0,193.725,7.6,KR,1,scifi,111
Against the Ice,MOVIE,2022,102,0.0,6.5,20521.0,60.566,6.9,DK,2,drama,6
Metal Lords,MOVIE,2022,97,0.0,6.7,24672.0,123.401,6.8,US,1,music,59
The Beauty Queen of Jerusalem,SHOW,2021,30,3.0,7.1,337.0,11.854,8.0,IL,1,drama,31
Intimacy,SHOW,2022,48,1.0,6.8,1674.0,19.965,6.7,ES,1,crime,-1
Jennifer Lopez:  Halftime,MOVIE,2022,95,0.0,6.5,3980.0,149.855,6.935,US,1,music,59
In from the Cold,SHOW,2022,49,1.0,6.2,7047.0,13.736,7.5,US,1,drama,24
Brand New Cherry Flavor,SHOW,2021,43,1.0,7.1,15028.0,57.609,6.9,US,1,thriller,78
Anek,MOVIE,2022,146,0.0,7.1,19394.0,9.261,5.2,IN,1,action,52
The G Word with Adam Conover,SHOW,2022,30,1.0,6.7,682.0,4.603,5.5,US,1,documentation,53
Ricky Gervais: SuperNature,MOVIE,2022,64,0.0,7.8,3256.0,7.492,7.4,GB,1,comedy,11
Beauty,MOVIE,2022,95,0.0,3.9,492.0,87.939,5.9,US,1,drama,0
Fear Street: Part One - 1994,MOVIE,2021,107,0.0,6.2,77401.0,123.091,6.766,US,1,drama,0
Sex/Life,SHOW,2021,47,2.0,5.4,20549.0,165.068,7.1,US,1,comedy,8
Who We Are: A Chronicle of Racism in America,MOVIE,2022,117,0.0,6.2,715.0,3.747,4.7,US,1,documentation,51
Bo Burnham: Inside,MOVIE,2021,87,0.0,8.7,44074.0,11.434,8.2,US,1,comedy,5
Av: The Hunt,MOVIE,2021,86,0.0,5.5,344.0,5.264,6.0,TR,1,thriller,-1
True Story,SHOW,2021,39,1.0,7.4,17567.0,42.104,7.2,US,1,drama,24
Gunpowder Milkshake,MOVIE,2021,114,0.0,6.0,42709.0,106.522,6.398,FR,3,action,-1
Bubble,MOVIE,2022,101,0.0,6.3,4597.0,550.643,7.497,JP,1,scifi,74
Passing,MOVIE,2021,98,0.0,6.7,13803.0,29.687,6.451,US,3,drama,0
Munich: The Edge of War,MOVIE,2022,129,0.0,6.8,28352.0,29.255,6.9,GB,1,drama,34
Clickbait,SHOW,2021,46,1.0,7.2,51476.0,40.623,7.644,US,2,crime,32
Murder Among the Mormons,SHOW,2021,53,1.0,7.0,6309.0,6.871,7.3,US,1,documentation,53
Wrong Side of the Tracks,SHOW,2021,71,2.0,6.7,1671.0,27.824,5.7,ES,1,action,-1
Army of Thieves,MOVIE,2021,127,0.0,6.4,73790.0,157.021,6.9,DE,2,comedy,108
Love on the Spectrum U.S.,SHOW,2022,41,1.0,8.2,1097.0,2.852,6.7,US,1,reality,14
Komi Can't Communicate,SHOW,2021,24,2.0,7.8,5462.0,132.754,8.253,JP,1,drama,43
The Silent Sea,SHOW,2021,45,1.0,6.9,19592.0,94.568,8.0,KR,1,scifi,111
The Chestnut Man,SHOW,2021,55,1.0,7.7,42817.0,49.565,7.7,DK,1,crime,67
Firefly Lane,SHOW,2021,50,1.0,7.4,20748.0,9.959,7.7,US,1,drama,24
The Weekend Away,MOVIE,2022,90,0.0,5.6,22686.0,157.463,6.0,GB,1,thriller,35
A Perfect Pairing,MOVIE,2022,101,0.0,6.1,9742.0,372.132,6.789,US,2,comedy,5
Army of the Dead,MOVIE,2021,148,0.0,5.7,169348.0,131.869,6.3,US,1,horror,9
Downfall: The Case Against Boeing,MOVIE,2022,89,0.0,7.4,10313.0,25.636,7.2,US,1,documentation,51
Rescued by Ruby,MOVIE,2022,93,0.0,7.1,7485.0,49.137,7.119,CA,1,family,-1
Black Crab,MOVIE,2022,114,0.0,5.6,19159.0,207.948,6.3,SE,1,scifi,-1
14 Peaks: Nothing Is Impossible,MOVIE,2021,101,0.0,7.7,24213.0,22.226,7.5,US,1,documentation,51
The 7 Lives of Lea,SHOW,2022,45,1.0,7.5,2684.0,12.437,7.1,FR,1,drama,82
Bigbug,MOVIE,2022,111,0.0,5.4,7483.0,26.497,5.3,FR,1,comedy,104
Image of Victory,MOVIE,2021,128,0.0,7.5,178.0,2.711,7.0,IL,1,war,-1
Choose or Die,MOVIE,2022,85,0.0,4.7,18307.0,25.632,5.3,GB,1,scifi,129
Kate,MOVIE,2021,106,0.0,6.2,59480.0,64.19,6.7,US,3,action,22
The Dig,MOVIE,2021,112,0.0,7.1,73079.0,20.072,6.9,GB,1,history,-1
The Chair,SHOW,2021,30,1.0,7.2,16331.0,6.775,7.0,US,1,drama,24
Attenborough's Life in Colour,SHOW,2021,51,1.0,8.2,3238.0,6.232,7.7,GB,1,documentation,103
Hurts Like Hell,SHOW,2022,50,1.0,8.4,83.0,8.413,9.071,TH,1,drama,31
Till Death,MOVIE,2021,89,0.0,5.8,20256.0,21.514,6.6,US,1,horror,9
Fear Street: Part Two - 1978,MOVIE,2021,109,0.0,6.7,60682.0,116.422,7.3,US,1,drama,0
Fatherhood,MOVIE,2021,109,0.0,6.6,34661.0,88.619,7.6,CA,2,drama,79
The Serpent,SHOW,2021,57,1.0,7.6,42371.0,12.904,7.6,GB,1,crime,93
White Hot: The Rise & Fall of Abercrombie & Fitch,MOVIE,2022,88,0.0,5.7,4124.0,5.038,5.9,US,1,documentation,51
jeen-yuhs,SHOW,2022,93,1.0,8.0,8319.0,3.852,7.1,US,1,documentation,53
Turning Point: 9/11 and the War on Terror,SHOW,2021,62,1.0,8.0,9132.0,7.209,7.3,US,1,war,80
The Perfect Mother,SHOW,2022,49,1.0,5.9,845.0,14.164,6.0,FR,2,drama,82
Coming Home in the Dark,MOVIE,2021,93,0.0,5.7,5114.0,11.156,5.7,NZ,1,thriller,89
Human Resources,SHOW,2022,27,1.0,7.2,5579.0,21.344,6.5,US,1,animation,41
Long Story Short,MOVIE,2021,90,0.0,6.5,4995.0,59.305,7.0,AU,1,fantasy,-1
My Name,SHOW,2021,50,1.0,7.8,19737.0,86.286,8.3,KR,1,thriller,-1
The Sparks Brothers,MOVIE,2021,140,0.0,7.8,4663.0,6.784,7.3,GB,2,documentation,85
The Shadow in My Eye,MOVIE,2021,107,0.0,7.3,9462.0,22.432,7.742,DK,1,war,-1
Dave Chappelle: The Closer,MOVIE,2021,72,0.0,8.0,25873.0,7.841,7.2,US,1,comedy,5
No One Gets Out Alive,MOVIE,2021,85,0.0,5.3,15031.0,96.132,6.0,RO,2,horror,57
Welcome to Eden,SHOW,2022,41,1.0,5.4,4145.0,198.535,7.3,ES,2,action,-1
Maya and the Three,SHOW,2021,131,1.0,8.1,3780.0,51.341,7.8,MX,1,comedy,-1
The Vault,MOVIE,2021,118,0.0,6.4,21511.0,22.456,5.9,ES,1,crime,-1
The Andy Warhol Diaries,SHOW,2022,66,1.0,7.7,1844.0,1.844,7.6,US,1,documentation,53
The Tinder Swindler,MOVIE,2022,114,0.0,7.2,61809.0,41.443,7.061,GB,1,documentation,85
Who Killed Sara?,SHOW,2021,41,3.0,6.4,13960.0,119.334,7.7,MX,1,drama,70
Under the Amalfi Sun,MOVIE,2022,90,0.0,5.2,502.0,561.722,6.3,IT,1,romance,-1
Young Royals,SHOW,2021,45,2.0,8.3,29025.0,43.342,8.8,SE,1,drama,31
Halston,SHOW,2021,47,1.0,7.5,14681.0,18.504,7.3,US,1,drama,24
Oxygen,MOVIE,2021,100,0.0,6.5,37871.0,44.5,6.635,FR,2,scifi,-1
Anxious People,SHOW,2021,29,1.0,6.8,3913.0,3.126,6.4,SE,1,crime,67
Last Man Down,MOVIE,2021,87,0.0,4.8,12850.0,358.251,6.273,SE,2,thriller,89
The Trip,MOVIE,2021,114,0.0,6.9,20921.0,65.274,6.7,NO,1,action,95
The Woman in the Window,MOVIE,2021,100,0.0,5.7,72490.0,23.639,6.1,US,1,drama,0
Jupiter's Legacy,SHOW,2021,45,1.0,6.7,37848.0,59.076,7.3,US,1,scifi,10
365 Days: This Day,MOVIE,2022,111,0.0,2.5,16587.0,449.292,5.8,PL,1,romance,-1
Hold Tight,SHOW,2022,47,1.0,6.1,2288.0,6.901,7.2,PL,1,crime,67
Aftermath,MOVIE,2021,114,0.0,5.3,15646.0,46.058,6.4,US,1,horror,9
Chickenhare and the Hamster of Darkness,MOVIE,2022,91,0.0,6.3,1303.0,511.444,7.446,BE,2,animation,-1
The Innocent,SHOW,2021,58,1.0,7.8,29670.0,15.042,7.8,ES,1,thriller,-1
Toscana,MOVIE,2022,90,0.0,5.7,5826.0,11.013,5.8,DK,1,drama,6
Home Team,MOVIE,2022,95,0.0,6.0,17767.0,72.562,6.8,US,1,family,38
Live Is Life,MOVIE,2022,110,0.0,7.0,70.0,27.199,6.8,ES,1,comedy,121
The White Tiger,MOVIE,2021,125,0.0,7.1,59441.0,19.472,6.955,SG,3,drama,6
Yakamoz S-245,SHOW,2022,48,1.0,6.1,5789.0,13.009,7.2,TR,1,scifi,-1
Hit & Run,SHOW,2021,44,1.0,7.0,8602.0,20.178,7.5,IL,1,drama,31
Midnight at the Pera Palace,SHOW,2022,44,1.0,7.0,7377.0,5.849,6.9,TR,1,thriller,-1
The Puppet Master: Hunting the Ultimate Conman,SHOW,2022,42,1.0,7.0,6370.0,6.409,6.564,GB,1,documentation,103
Captain Nova,MOVIE,2021,86,0.0,5.5,1391.0,7.99,6.2,NL,1,action,95
Outlaws,MOVIE,2021,125,0.0,6.9,3985.0,67.192,7.0,ES,1,crime,-1
Hypnotic,MOVIE,2021,88,0.0,5.3,15690.0,71.857,6.121,CA,1,thriller,112
VOIR,SHOW,2021,20,1.0,6.8,1323.0,1.35,7.2,US,1,documentation,53
Return to Space,MOVIE,2022,128,0.0,7.3,4087.0,19.791,6.2,US,1,documentation,51
Business Proposal,SHOW,2022,61,1.0,8.1,7806.0,183.465,8.3,KR,1,drama,86
Along for the Ride,MOVIE,2022,106,0.0,6.1,5347.0,158.01,6.6,US,1,drama,0
Worth,MOVIE,2021,118,0.0,6.8,13524.0,14.465,6.8,CA,3,drama,79
The Starling,MOVIE,2021,102,0.0,6.3,12309.0,24.671,7.1,US,1,comedy,5
